Time:2023-05-16 00:23:43, [Info] Start the program., Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:09, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:10, [Error] prediction() function error:'YoloDevice' object has no attribute 'drawed_image', Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:40:51, [Info] Start the program., Group:, Alias:test, URL:./0325__12__0.mp4 
Time:2023-05-16 17:43:04, [Info] Stop the program., Group:, Alias:test, URL:./0325__12__0.mp4 
